	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
243	376	296.3189516725	402.551528564	1531.6915047981	327.1581755094	233.8270809288	13.1428571429	2.3257142857	2.16	0.738409295	30625	17325	317.92417007	412.0838775647	1544.1414617526	337.1188958343	232.4985196734	13.0795454545	2.3238636364	2.1590909091	0.7370546967	30976	17600	87.7250748831	78.7591777683	194.2289704833	31.973859638	18.1596072056	5.2	2	2	0.7530864198	100	50	171.7388024298	132.5538407472	229.3897617476	125.756377668	68.8414768018	3.3125	1.4375	1.8125	0.6032986111	256	96	103.0976773402	2202.6014028017	2303.3723804791	2155.3468078599	23.9251027312	3.625	1.125	1.5	0.6953125	64	24	1196.6047841162	914.493654201	2509.9578739153	836.6168601924	477.3554979701	216.7142857143	59.2857142857	2.7142857143	0.7514810995	196	56
244	377	494.4567728916	590.2220956646	1421.4582544888	472.9201284194	153.8670205774	8.2637362637	2.0879120879	1.6483516484	0.7712232324	8281	5733	494.4567728916	590.2220956646	1421.4582544888	472.9201284194	153.8670205774	8.2637362637	2.0879120879	1.6483516484	0.7712232324	8281	5733	548.8415644371	484.7626838365	1158.9073048556	429.8221214471	205.9160594527	49.6635220126	15.2987421384	1.6949685535	0.835897248	101124	66462	596.9456243874	553.0675481619	905.5818783651	652.7075375892	110.1903945381	3.7391304348	1.6956521739	1.4782608696	0.8023452134	529	230	171.7388024298	132.5538407472	229.3897617476	125.756377668	68.8414768018	3.3125	1.4375	1.8125	0.6032986111	256	96	584.2401171879	754.7373037563	1744.4537497572	605.6200816491	284.1639403343	43.2692307692	12.2692307692	2.0384615385	0.708665875	676	260
245	378	0	962.1902682662	962.1902682662	962.1902682662	0	1.6	1	1	0.95	225	180	0	962.1902682662	962.1902682662	962.1902682662	0	1.6	1	1	0.95	225	180	336.6233056606	419.8949990745	776.6956040385	398.7126424081	99.5607804173	16.2112211221	5.9570957096	1.3267326733	0.8894768665	91809	55752	473.6592728657	348.6544002257	936.1344685568	190.9570009743	77.2531329432	5.8181818182	3.1515151515	1.3333333333	0.7625506917	1089	462	596.9456243874	553.0675481619	905.5818783651	652.7075375892	110.1903945381	3.7391304348	1.6956521739	1.4782608696	0.8023452134	529	230	3688.4618567765	3016.6901410676	7634.8886844861	3213.8224171819	1222.9488376895	422.0666666667	121.8666666667	5	0.4973233121	225	90
246	382	1387.9211004267	791.2906150653	3352.4963037148	92.2265416288	392.9549341754	3.4285714286	1.3928571429	1.1071428571	0.962962963	784	448	1387.9211004267	791.2906150653	3352.4963037148	92.2265416288	392.9549341754	3.4285714286	1.3928571429	1.1071428571	0.962962963	784	448	331.6718405467	576.7180747564	929.6151731192	543.6211259291	87.098051648	6.5789473684	3.8210526316	1.3263157895	0.8759422676	81225	57570	614.6587180536	345.3349085688	999.608597539	208.8716734876	76.9539449208	4.9047619048	1.5238095238	1.6666666667	0.6448525363	441	210	473.6592728657	348.6544002257	936.1344685568	190.9570009743	77.2531329432	5.8181818182	3.1515151515	1.3333333333	0.7625506917	1089	462	1349.602141407	1061.280767253	2639.0702852216	1075.4076557162	406.1867194032	126.1818181818	38.1818181818	2.6590909091	0.6387311123	1936	748
247	383	173.5729533545	211.0536032723	372.9016207878	218.0440247803	39.9663942618	2.2	1.1	1.35	0.782349537	3600	2520	173.5729533545	211.0536032723	372.9016207878	218.0440247803	39.9663942618	2.2	1.1	1.35	0.782349537	3600	2520	318.351839415	378.4037498148	734.6483328978	357.0600067914	83.5911845789	16.9421221865	5.7202572347	1.3633440514	0.8757490484	96721	68109	685.475907703	433.1094530601	1626.7945645452	72.0110845081	251.2082529071	6.7966101695	1.7966101695	2.0847457627	0.6907496642	3481	1003	614.6587180536	345.3349085688	999.608597539	208.8716734876	76.9539449208	4.9047619048	1.5238095238	1.6666666667	0.6448525363	441	210	679.7600587973	659.0007229114	1863.4484914249	493.3184007856	335.6952504673	55.8815789474	13.7236842105	2.8026315789	0.5469042379	5776	1444
248	384	134.0131661522	312.7964742693	395.3737190144	304.2891102546	34.0269153806	1.987804878	1.0975609756	1.2804878049	0.864803523	6724	5002	134.0131661522	312.7964742693	395.3737190144	304.2891102546	34.0269153806	1.987804878	1.0975609756	1.2804878049	0.864803523	6724	5002	840.8976345369	781.4563801069	2505.8046547845	680.223761164	420.5433397224	84.2602040816	22.5510204082	2.6581632653	0.6931257255	38416	20580	967.1525031095	916.7471021856	2361.4605003943	1093.5523028832	354.3809199298	8.5	2.2083333333	2.375	0.6281522932	576	192	685.475907703	433.1094530601	1626.7945645452	72.0110845081	251.2082529071	6.7966101695	1.7966101695	2.0847457627	0.6907496642	3481	1003	2836.1101300022	3972.8638776878	7324.9948094295	4033.6103288406	926.8313524489	177.4666666667	61.0666666667	3.9333333333	0.4490710482	225	165
249	385	118.2370961652	603.8007450597	737.6738587773	572.3833405479	41.5817102168	2.5585585586	1.3153153153	1.1441441441	0.9354303283	12321	8547	118.2370961652	603.8007450597	737.6738587773	572.3833405479	41.5817102168	2.5585585586	1.3153153153	1.1441441441	0.9354303283	12321	8547	610.5990062069	686.3331510091	1660.6360028505	566.2137586906	192.2567102848	11.376344086	3.9569892473	1.7204301075	0.7632224675	8649	6045	1121.4897091704	960.9903596935	2047.6340744805	1019.6914691856	224.069595577	9.8541666667	2.4375	2.4583333333	0.6431222814	2304	720	967.1525031095	916.7471021856	2361.4605003943	1093.5523028832	354.3809199298	8.5	2.2083333333	2.375	0.6281522932	576	192	1411.9536807564	1173.1631774065	3093.5030320949	1052.831349878	558.5116707275	164.1694915254	48.4237288136	2.9322033898	0.5760825815	3481	1298
250	386	18.4724019497	100.1991517095	107.3381096979	100.1991517095	2.9526941644543195e-05	1.8367346939	1.0204081633	1.1428571429	0.9319727891	2401	1813	18.4724019497	100.1991517095	107.3381096979	100.1991517095	2.9526941644543195e-05	1.8367346939	1.0204081633	1.1428571429	0.9319727891	2401	1813	1394.7331679862	1775.135676169	3640.5881757025	1682.2042406431	552.2014508552	175.45	55.85	2.55	0.8030242877	400	300	323.0466390182	385.2471633885	993.6108055604	231.0156108875	44.5084652532	6.5405405405	1.4594594595	1.4864864865	0.844025167	1369	444	1102.2362303324	943.3130943978	2010.9726999163	999.2200755265	219.496755019	9.7142857143	2.4285714286	2.4693877551	0.636800058	2401	784	824.2746923353	677.4013653136	1861.6811127477	580.6155850336	299.2506225727	62.2842105263	21.6842105263	2.1157894737	0.6985314229	9025	2850
251	387	138.1712300297	456.8747356894	712.9247212347	407.871628149	67.9246015976	2.3428571429	1.2	1.3	0.8758814383	4900	3360	138.1712300297	456.8747356894	712.9247212347	407.871628149	67.9246015976	2.3428571429	1.2	1.3	0.8758814383	4900	3360	1532.618843833	906.5050797238	3636.1346995233	219.0147661056	456.220591291	37.6896551724	10.7586206897	1.3448275862	0.9395742255	841	493	73.8104608225	90.2373151461	141.8535070542	97.6012386624	6.6806395444	3.8974358974	1.2307692308	1.4615384615	0.6271584104	1521	624	323.0466390182	385.2471633885	993.6108055604	231.0156108875	44.5084652532	6.5405405405	1.4594594595	1.4864864865	0.844025167	1369	444	676.8200698391	496.9097058988	1422.6374077413	371.8743976598	211.5891282402	40.5368421053	11.7052631579	2.0631578947	0.5960936564	9025	3040
252	388	238.2385383549	333.3546942755	496.7684017052	451.871210078	5.917278906	2.3725490196	1.1960784314	1.2352941176	0.9146936275	2601	1836	349.9474346576	426.4265617086	760.3074733586	532.6851957029	54.7170983082	2.7692307692	1.6153846154	1.3269230769	0.9020837347	2704	1924	173.5729533545	211.0536032723	372.9016207878	218.0440247803	39.9663942618	2.2	1.1	1.35	0.782349537	3600	2520	1470.1708087454	1281.7969869537	3170.2133293886	1588.1123770258	374.9533268587	26.6666666667	6.5	4.6666666667	0.332895256	36	18	73.8104608225	90.2373151461	141.8535070542	97.6012386624	6.6806395444	3.8974358974	1.2307692308	1.4615384615	0.6271584104	1521	624	987.8675705658	1029.1340008429	2787.778010475	889.0868486803	471.0538783383	47.6	14.46	2.16	0.6774919928	10000	4000
253	389	600.5858761285	318.1014584564	618.394246593	318.1014584564	0.0069636502	1.3333333333	1.1111111111	1.1111111111	0.9444444444	81	72	600.5858761285	318.1014584564	618.394246593	318.1014584564	0.0069636502	1.3333333333	1.1111111111	1.1111111111	0.9444444444	81	72	321.9471923842	461.058684679	794.5944486618	440.6791927223	114.9986559569	26.5882352941	8.2941176471	1.4352941176	0.8525169979	7225	5355	405.3475440108	302.151388699	1296.7076010667	230.1613224499	232.8666691482	27	6	4	0.4052762084	9	6	1470.1708087454	1281.7969869537	3170.2133293886	1588.1123770258	374.9533268587	26.6666666667	6.5	4.6666666667	0.332895256	36	18	443.4593330705	630.293911922	1174.1345982203	583.2676370553	177.1623446442	32.2235294118	9.8705882353	2	0.6301687813	7225	2040
254	390	250.4427864847	248.0927738943	436.7212020091	283.5395282997	22.4908916635	2.32	1.24	1.33	0.8518680556	10000	7100	250.4427864847	248.0927738943	436.7212020091	283.5395282997	22.4908916635	2.32	1.24	1.33	0.8518680556	10000	7100	214.979017635	666.2557777163	929.5382114036	628.9621318913	80.2733434966	20.1592920354	6.1238938053	1.2654867257	0.9239127928	12769	8814	762.9548953002	781.8402634363	1864.5725521101	608.3687222631	277.4323978388	6.8163265306	3.5102040816	2	0.70284266	2401	1078	405.3475440108	302.151388699	1296.7076010667	230.1613224499	232.8666691482	27	6	4	0.4052762084	9	6	1132.2656738691	858.1401387981	2030.8997430874	678.8143441915	341.8863778089	42.3648648649	15.9324324324	1.8783783784	0.7714440138	5476	2368
255	391	215.5715680665	320.5918086454	742.2502872878	246.8253523164	109.404129487	8.3506493506	1.6623376623	1.8051948052	0.7446320934	23716	13860	215.5715680665	320.5918086454	742.2502872878	246.8253523164	109.404129487	8.3506493506	1.6623376623	1.8051948052	0.7446320934	23716	13860	339.5695129454	332.8324750817	769.107629263	311.8656459255	128.5188157385	59.25	16.7115384615	1.5384615385	0.8946295268	2704	1976	216.8091408653	148.2944898073	312.0679058656	122.9231792619	29.1757102904	3.8269230769	1.0769230769	1.4038461538	0.8231303419	2704	884	758.1671829313	771.6059055428	1842.5047523849	596.6931932222	271.8837599115	6.74	3.48	2	0.6998969179	2500	1150	653.4274810715	669.4784677777	1301.5824378021	575.4601211759	143.4942306592	31.8055555556	9.4444444444	1.7222222222	0.7101693268	1296	576
256	394	668.0986305756	2654.740108479	3232.5545432741	2866.3335011199	171.2564839987	6.3076923077	2.5384615385	1.9230769231	0.6146868889	169	143	668.0986305756	2654.740108479	3232.5545432741	2866.3335011199	171.2564839987	6.3076923077	2.5384615385	1.9230769231	0.6146868889	169	143	225.6048759917	638.3118614602	1002.9642101063	584.4639756992	102.6148237176	16.4444444444	5.0833333333	1.4444444444	0.8600737882	5184	3600	757.9785335501	489.7276618718	3949.6481680291	238.2449784327	623.3934577786	18.4086021505	5.0430107527	2.9139784946	0.5469334942	8649	1860	216.8091408653	148.2944898073	312.0679058656	122.9231792619	29.1757102904	3.8269230769	1.0769230769	1.4038461538	0.8231303419	2704	884	1982.0253475373	1530.9726193486	3614.4255447061	1330.370358618	635.5256461195	39.5	28.25	3.5	0.4334727045	16	12
257	395	44.8920848522	229.560371496	309.6747173953	214.3751567836	10.6435688002	2.2272727273	1.1428571429	1.2662337662	0.8798657739	23716	17556	83.6160142796	261.4541226528	399.2948813326	243.0191781112	26.9846289229	2.3612903226	1.2838709677	1.2967741935	0.8758600541	24025	17825	977.9162755059	879.1255682779	2073.0336361245	929.2439435612	310.9198440043	108.4406779661	31.7457627119	2.1016949153	0.8298279607	3481	2301	803.9014699332	716.2328333549	2371.7122606441	397.4578159982	419.3828748402	8.404494382	2.5730337079	1.9101123596	0.6690334177	7921	2670	757.9785335501	489.7276618718	3949.6481680291	238.2449784327	623.3934577786	18.4086021505	5.0430107527	2.9139784946	0.5469334942	8649	1860	1930.1170046299	2845.9042985881	5394.9181810396	2693.2595557245	758.5030653299	334.75	91.75	3.6666666667	0.5584381917	144	48
258	396	147.6779030779	148.416861348	301.4717929077	128.7016997683	21.9633722075	2.9633027523	1.1376146789	1.2660550459	0.85944488	47524	28994	147.6779030779	148.416861348	301.4717929077	128.7016997683	21.9633722075	2.9633027523	1.1376146789	1.2660550459	0.85944488	47524	28994	600.5858761285	318.1014584564	618.394246593	318.1014584564	0.0069636502	1.3333333333	1.1111111111	1.1111111111	0.9444444444	81	72	188.4811088256	312.0581048479	681.3350081264	277.9881330041	100.6256548246	11.2268041237	1.6701030928	1.9072164948	0.7291395111	9409	2328	803.9014699332	716.2328333549	2371.7122606441	397.4578159982	419.3828748402	8.404494382	2.5730337079	1.9101123596	0.6690334177	7921	2670	1479.9668177674	1121.4318376755	3013.6767876352	1028.5568777781	578.3393967619	205.380952381	60.2857142857	3.2380952381	0.5302330525	441	168
259	397	227.0373682557	209.5885337624	452.8052189433	173.5759380325	38.7213039318	3.1003460208	1.2595155709	1.3079584775	0.8509057773	83521	58089	227.0373682557	209.5885337624	452.8052189433	173.5759380325	38.7213039318	3.1003460208	1.2595155709	1.3079584775	0.8509057773	83521	58089	609.7088720605	515.999675248	1191.3563320247	521.8088630272	167.0312611072	52.6355140187	16.3271028037	1.738317757	0.8163941022	11449	7918	481.5124570945	361.3559323318	925.3901433864	273.6946252784	112.2254531853	5.1684210526	1.6105263158	1.4526315789	0.8228403233	9025	3040	188.4811088256	312.0581048479	681.3350081264	277.9881330041	100.6256548246	11.2268041237	1.6701030928	1.9072164948	0.7291395111	9409	2328	528.0672831119	1808.977617207	2120.8172170021	1897.1206847773	97.4761182452	3.6538461538	1.6153846154	1.4230769231	0.825151535	676	286
260	398	306.9418248126	405.998058718	922.2305559841	352.0923359885	102.2539798576	3.0084388186	1.4345991561	1.3839662447	0.8517495467	56169	39579	306.9418248126	405.998058718	922.2305559841	352.0923359885	102.2539798576	3.0084388186	1.4345991561	1.3839662447	0.8517495467	56169	39579	349.1747550482	418.0152401603	1007.9989193357	338.3199459732	161.4736840421	27.5632911392	7.1518987342	1.9303797468	0.7361691271	24964	14536	732.8194295108	474.3690232004	1323.1714262736	347.0036948786	190.9982930174	4.4130434783	1.847826087	1.5	0.8049504432	2116	874	481.5124570945	361.3559323318	925.3901433864	273.6946252784	112.2254531853	5.1684210526	1.6105263158	1.4526315789	0.8228403233	9025	3040	1157.8133454618	916.9633176907	2437.4261864978	732.3713090091	363.1601990625	74.5526315789	26.8684210526	1.9736842105	0.7210774949	1444	646
261	399	80.5822390007	267.560010531	353.5934345426	256.2809761808	28.7547215971	3.3065326633	1.1909547739	1.3819095477	0.8158981557	39601	24079	80.5822390007	267.560010531	353.5934345426	256.2809761808	28.7547215971	3.3065326633	1.1909547739	1.3819095477	0.8158981557	39601	24079	2239.0343131596	3303.0714752377	5949.4906318759	3351.029199832	731.7089624597	140.3684210526	48.4210526316	3.3157894737	0.5255824065	361	285	650.2173068368	728.2142361959	1604.3841366409	745.1010519391	283.9631184074	5.44	2.16	1.68	0.6985970096	625	300	804.1689629956	561.0170062258	1474.1056238956	437.8759583358	220.0773926493	4.5531914894	1.9574468085	1.5106382979	0.802242688	2209	940	1426.2063901662	981.9492051606	2761.2298847415	808.1924992975	417.2815022392	134.64	40.08	2.64	0.5895732005	625	300
262	400	233.2142411921	293.1833339345	478.3478670926	247.6324589915	21.7178105307	2.1842105263	1.1271929825	1.2192982456	0.8955389369	51984	37392	233.2142411921	293.1833339345	478.3478670926	247.6324589915	21.7178105307	2.1842105263	1.1271929825	1.2192982456	0.8955389369	51984	37392	500.0689637868	567.3945100426	1243.1137649469	525.135118232	196.1439985028	58.4523809524	17.6607142857	1.6964285714	0.8421956685	28224	19992	351.9425971865	377.8292101759	623.8608038784	407.861932673	45.7461603097	6.0930232558	1.4418604651	1.5813953488	0.7448631298	1849	602	650.2173068368	728.2142361959	1604.3841366409	745.1010519391	283.9631184074	5.44	2.16	1.68	0.6985970096	625	300	842.4673757928	578.8826031421	1989.9699020123	193.6502538275	313.412874868	23.868852459	6.737704918	2.1967213115	0.6880612761	3721	1159
263	401	175.7785712269	287.6431384757	390.8773626846	265.8156722286	6.4350743805	1.8102189781	1.0656934307	1.1605839416	0.9014091646	18769	14248	175.7785712269	287.6431384757	390.8773626846	265.8156722286	6.4350743805	1.8102189781	1.0656934307	1.1605839416	0.9014091646	18769	14248	409.8196773524	364.2287184656	879.6386296116	324.0774122358	124.1444863678	26.6855895197	9.6069868996	1.5283842795	0.8356353064	52441	31602	0.3056892466	38.080221939	38.2309357971	38.2309357971	2.482892155367519e-08	4.5428571429	1	1.3428571429	0.9071428571	1225	315	351.9425971865	377.8292101759	623.8608038784	407.861932673	45.7461603097	6.0930232558	1.4418604651	1.5813953488	0.7448631298	1849	602	1331.3331287736	2109.019742946	4008.2161414728	2176.9715383931	528.5776808182	20.4666666667	9.6	2.6333333333	0.6042938187	900	360
264	402	549.7229071971	427.6399482266	616.5603292088	399.5211208776	63.3898353515	5	2	2.6666666667	0.4444444444	9	6	549.7229071971	427.6399482266	616.5603292088	399.5211208776	63.3898353515	5	2	2.6666666667	0.4444444444	9	6	298.6812392089	261.9173343964	600.4596605492	221.3768760936	68.6056590864	14.023890785	4.4880546075	1.3890784983	0.844296578	85849	59479	171.6536822218	389.6251456114	505.4699251282	339.9524707083	12.6919880372	3.5555555556	1.2222222222	1.3333333333	0.8765432099	324	108	0.3056892466	38.080221939	38.2309357971	38.2309357971	2.482892155367519e-08	4.5428571429	1	1.3428571429	0.9071428571	1225	315	1666.2536001904	2344.6030707217	4144.7466011856	2329.1761350552	481.2823305235	92.984375	27.28125	3.28125	0.5644742077	4096	1344
265	406	216.4959015784	1537.7472646439	1632.4488842151	1532.9006395216	2.4569295026	1.5384615385	1.0769230769	1.1153846154	0.9366987179	6084	5070	216.4959015784	1537.7472646439	1632.4488842151	1532.9006395216	2.4569295026	1.5384615385	1.0769230769	1.1153846154	0.9366987179	6084	5070	507.8685453313	632.7132532105	1395.0033044607	576.2426273385	189.9437618244	19.9475806452	6.4516129032	1.5362903226	0.8326580616	61504	42656	832.7454714178	799.6025089692	1687.6828819057	584.3239792342	180.363674163	7.2820512821	3.5128205128	1.4358974359	0.720028648	1521	585	171.6536822218	389.6251456114	505.4699251282	339.9524707083	12.6919880372	3.5555555556	1.2222222222	1.3333333333	0.8765432099	324	108	1071.7282524271	1348.4278418934	2925.2386595385	1167.4409370412	345.355802971	73.7777777778	26.7333333333	2.3777777778	0.7577619644	2025	720
266	407	36.4865129897	183.3483351263	202.644628339	182.4641122867	8.9550199973	1.6991869919	1.0731707317	1.1463414634	0.9097786811	15129	11193	36.4865129897	183.3483351263	202.644628339	182.4641122867	8.9550199973	1.6991869919	1.0731707317	1.1463414634	0.9097786811	15129	11193	190.5971919107	352.8378819508	581.7389056268	333.1470772037	74.1812875437	14.275862069	4.724137931	1.4679802956	0.8094302779	41209	25172	483.990868859	451.2576323914	912.1090119122	393.1772974632	80.6352093555	4.5	2.0357142857	1.5	0.7578924162	784	308	832.7454714178	799.6025089692	1687.6828819057	584.3239792342	180.363674163	7.2820512821	3.5128205128	1.4358974359	0.720028648	1521	585	568.3033761322	528.9046226561	1234.9975382369	503.3984283156	225.1236840907	19.8139534884	10.9069767442	1.6511627907	0.6366732233	1849	817
267	408	316.1170298642	406.1574297136	574.3844279916	427.182381611	23.2591755568	1.8256880734	1.1926605505	1.1376146789	0.9399444028	11881	9265	316.1170298642	406.1574297136	574.3844279916	427.182381611	23.2591755568	1.8256880734	1.1926605505	1.1376146789	0.9399444028	11881	9265	447.8973861282	493.2174746591	905.1156866209	437.4607149914	106.3020217818	14.1008403361	5.6680672269	1.3445378151	0.8837683068	56644	40936	485.5028826939	288.312615372	866.9925852385	103.5724006367	55.5837387744	10.2833333333	1.5833333333	1.9166666667	0.7604563437	3600	960	483.990868859	451.2576323914	912.1090119122	393.1772974632	80.6352093555	4.5	2.0357142857	1.5	0.7578924162	784	308	1995.4802195951	1637.7063388631	4194.4604137387	1845.9139588324	639.6777522305	54.5714285714	24.4285714286	4.7142857143	0.3729186487	49	28
268	409	182.8013642749	270.6138057167	453.3290313562	228.6459494643	20.5609357914	2.4596774194	1.5887096774	1.1209677419	0.9206788131	15376	11780	182.8013642749	270.6138057167	453.3290313562	228.6459494643	20.5609357914	2.4596774194	1.5887096774	1.1209677419	0.9206788131	15376	11780	263.0361474822	430.4386928591	632.5258933796	406.4340086203	36.6385546129	9.0992907801	3.1914893617	1.2340425532	0.8905396863	19881	15228	388.4438223115	341.6882455848	784.8181259078	252.2111017563	64.2308602389	6.2692307692	1.3461538462	1.5769230769	0.7154967949	2704	936	485.5028826939	288.312615372	866.9925852385	103.5724006367	55.5837387744	10.2833333333	1.5833333333	1.9166666667	0.7604563437	3600	960	1700.0495728104	1259.7410640645	3867.0331463402	1114.8922547009	731.564749493	269.5	72.75	5	0.3751295501	16	12
